order_id,Order Date,Product Name,Category,Region,Quantity,Sales,Profit,ship_date,delivery_date,shipping_type,delivery_days,DeliveryStatus
101203,2022-06-18,Smartphone,ELECTRONICS,South,4.0,3520.0,417.26,2022-06-21 00:00:00,2022-06-27 00:00:00,Standard,3.0,Late
100187,2023-05-09,Tablet,ELECTRONICS,West,2.0,572.0,86.16,2023-05-10 00:00:00,2023-05-17 00:00:00,Economy,1.0,OnTime
101749,2022-09-27,Smartwatch,ELECTRONICS,West,5.0,3170.0,379.27,2022-09-29 00:00:00,2022-10-03 00:00:00,Same Day,2.0,OnTime
102059,2024-01-26,Monitor,ACCESSORIES,North,7.0,2765.0,699.86,2024-01-27 00:00:00,2024-01-28 00:00:00,Standard,1.0,OnTime
102164,2024-06-17,Laptop,ELECTRONICS,East,7.0,7301.0,2026.43,2024-06-20 00:00:00,2024-06-24 00:00:00,Standard,3.0,Late
100340,2024-06-20,Monitor,ACCESSORIES,North,4.0,3792.0,1092.85,2024-06-22 00:00:00,2024-06-29 00:00:00,Express,2.0,OnTime
103402,2022-09-09,Laptop,ELECTRONICS,East,4.0,1628.0,314.96,2022-09-09 00:00:00,2022-09-15 00:00:00,Express,0.0,OnTime
100444,2022-05-22,Printer,OFFICE,West,2.0,1874.0,271.5,2022-05-24 00:00:00,2022-05-25 00:00:00,standard,2.0,OnTime
102190,2022-06-02,Smartwatch,ELECTRONICS,East,7.0,4396.0,962.61,2022-06-03 00:00:00,2022-06-06 00:00:00,Standard,1.0,OnTime
101325,2022-03-25,Smartphone,ELECTRONICS,South,2.0,1298.0,204.08,2022-03-25 00:00:00,2022-03-28 00:00:00,Standard,0.0,OnTime
102622,2022-02-13,Tablet,ELECTRONICS,South,6.0,1944.0,366.18,2022-02-13 00:00:00,2022-02-19 00:00:00,express,0.0,OnTime
103322,2023-03-14,Unknown,ELECTRONICS,East,4.0,4692.0,409.07,2023-03-17 00:00:00,2023-03-24 00:00:00,Standard,3.0,Late
100213,2023-01-12,Laptop,ELECTRONICS,South,5.0,3985.0,824.4,2023-01-13 00:00:00,2023-01-15 00:00:00,Express,1.0,OnTime
101799,2022-09-03,Camera,ELECTRONICS,North,4.0,4716.0,1084.16,2022-09-05 00:00:00,2022-09-11 00:00:00,Standard,2.0,OnTime
101075,2023-02-13,Mouse,ACCESSORIES,West,4.0,864.0,251.99,2023-02-13 00:00:00,2023-02-19 00:00:00,Standard,0.0,OnTime
101793,2024-08-26,Monitor,ACCESSORIES,East,1.0,545.0,68.28,2024-08-27 00:00:00,2024-09-02 00:00:00,Express,1.0,OnTime
101116,2024-05-12,Laptop,ELECTRONICS,North,5.0,1540.0,411.83,2024-05-15 00:00:00,2024-05-18 00:00:00,Expres,3.0,Late
103412,2022-01-06,Printer,OFFICE,North,1.0,232.0,34.26,2022-01-06 00:00:00,2022-01-09 00:00:00,Express,0.0,OnTime
101490,2023-08-12,Smartwatch,ELECTRONICS,East,8.0,984.0,183.07,2023-08-13 00:00:00,2023-08-18 00:00:00,Standard,1.0,OnTime
102076,2022-02-09,Smartphone,ELECTRONICS,East,7.0,4529.0,273.97,2022-02-10 00:00:00,2022-02-15 00:00:00,Economy,1.0,OnTime
101902,2023-04-19,Printer,OFFICE,South,7.0,1659.0,127.48,2023-04-21 00:00:00,2023-04-26 00:00:00,Standard,2.0,OnTime
100884,2024-07-27,Monitor,ACCESSORIES,East,8.0,2256.0,468.52,2024-07-30 00:00:00,2024-08-02 00:00:00,Same Day,3.0,Late
103181,2023-06-27,Headphones,ACCESSORIES,South,4.0,1488.0,74.52,2023-06-27 00:00:00,2023-06-30 00:00:00,Same Day,0.0,OnTime
102300,2022-04-15,Keyboard,ACCESSORIES,East,8.0,3208.0,840.97,2022-04-16 00:00:00,2022-04-17 00:00:00,Standard,1.0,OnTime
101040,2024-11-17,Keyboard,ACCESSORIES,South,9.0,4302.0,475.96,2024-11-19 00:00:00,2024-11-24 00:00:00,Standard,2.0,OnTime
100440,2023-10-02,Keyboard,ACCESSORIES,East,1.0,1017.0,69.33,2023-10-05 00:00:00,2023-10-09 00:00:00,Standard,3.0,Late
